applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,221024890,140324,dsovereign@kelloggllc.com,Aruba,Access Point,2299034577,2022,"(SHS 85173) Q9H58A | HPE Aruba AP-514 (US) - Campus - wireless access point -Wi-Fi 5 - 2.4 GHz, 5 GHz - in-ceiling",0,0,0,550.71,0,4,SHAWNEE INDEP SCHOOL DIST I-93,2202.84,No,Hp,OK,2202.84,0,0,0,550.71
School District,221027316,140355,riley.harpole@kelloggllc.com,Meraki,Access Point,2299038681,2022,(District 140355) MR44-HW | Meraki MR44 WiFi 6 Indoor AP,0,0,0,559.18,0,1,KONAWA INDEP SCHOOL DISTRICT 4,559.18,No,Cisco,OK,559.18,0,0,0,559.18
School District,221014246,139777,dee.benson@guthrieps.net,Aruba,Switch,2299017401,2022,6300M,0,0,0,69779,0,1,GUTHRIE INDEP SCHOOL DIST 1,69779,No,Hp,OK,69779,0,0,0,69779
School District,221032069,140429,eratemone4u@yahoo.com,Ubiquiti,Access Point,2299046671,2022,U6-LR,0,0,0,202.45,0,90,STILWELL INDEP SCHOOL DIST 25,18220.5,No,Ubiquiti,OK,18220.5,0,0,0,202.45
School District,221014642,139831,dsovereign@kelloggllc.com,Cisco Systems,Module,2299018016,2022,C9800-1X100GE | Cisco Catalyst 9800-80 1 Port 100GE Module Expansion Module for wireless controller,0,0,0,2126.63,0,2,OKLAHOMA CITY SCHOOL DIST I-89,4253.26,No,Cisco,OK,4253.26,0,0,0,2126.63
School District,221015396,140044,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299019376,2022,(District 140044) 5520-48W | ExtremeSwitching 5520 48 10/100/1000BASET FDX/HDX,0,0,0,3590,0,29,BROKEN ARROW SCHOOL DISTRICT 3,104110,No,Extreme,OK,104110,0,0,0,3590
School District,221038202,139869,rbotts@kelloggllc.com,Ubiquiti,Switch,2299056938,2022,"Ubiquiti 48 Port PoE Switch - 1.3"" LCM color touchscreen, 40 GbE 802.3at PoE+ RJ45 ports, 8 GbE 802.3bt PoE++ RJ45 ports, 4 10G SFP+ ports, 600W total PoE supply, Layer 3 switching features",0,0,0,1109.6,0,5,WAPANUCKA INDEP SCHOOL DIST 37,5548,No,Ubiquiti,OK,5548,0,0,0,1109.6
School District,221037598,140378,coxd@tecumseh.k12.ok.us,Aruba,Access Point,2299056044,2022,Q9G69A,0,0,0,72.35,0,23,TECUMSEH INDEP SCHOOL DIST 92,1664.05,No,Hp,OK,1664.05,0,0,0,72.35
School District,221017312,140334,riley.harpole@kelloggllc.com,Extreme Networks,Cabling,2299021916,2022,(District 140334) 10061 | Extreme Networks - power cable - NEMA 5-15 to IEC 60320C13,0,0,0,6.9,0,4,BYNG SCHOOL DISTRICT 16,27.6,No,Extreme,OK,27.6,0,0,0,6.9
School District,221021035,140072,karla@crwconsulting.com,Ubiquiti,Access Point,2299027808,2022,U6-LR,0,0,0,171.6,0,30,HOMINY INDEP SCHOOL DIST 38,5148,No,Ubiquiti,OK,5148,0,0,0,171.6
School,221020281,84670,clewis@erateprogram.com,Meraki,License,2299026591,2022,LIC-MS355-48X-5YR,0,0,0,1505.81,0,4,CASCIA HALL PREPARATORY SCHOOL,6023.24,No,Cisco,OK,6023.24,0,0,0,1505.81
School,221037403,139795,jlandes@newcastle.k12.ok.us,Extreme Networks,Switch,2299055799,2022,Wall Mount 16573,0,0,0,19.03,0,8,NEWCASTLE INDEP SCHOOL DIST 1,152.24,No,Extreme,OK,152.24,0,0,0,19.03
Library,221029443,139898,library@frederickok.org,Ubiquiti,Router,2299042977,2022,UniFi Security Gateway Pro 4,0,0,0,299,0,1,FREDERICK PUBLIC LIBRARY,299,No,Ubiquiti,OK,299,0,0,0,299
School District,221035256,139932,buckmaster.cindy@elkcityschools.com,Meraki,Transceiver,2299057419,2022,MA-SFP-10GB-SR,0,0,0,423.71,0,10,ELK CITY INDEP SCHOOL DIST 6,4237.1,No,Cisco,OK,4237.1,0,0,0,423.71
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Switch,2299027601,2022,(District 139861) C9200L-48P-4X-EDU | 9200L - Switch - L3,0,0,0,3340.95,0,4,MARIETTA INDEP SCH DISTRICT 16,13363.8,No,Cisco,OK,13363.8,0,0,0,3340.95
Library System,221028097,140118,dsovereign@kelloggllc.com,Juniper Networks,Firewall Services & Components,2299039864,2022,(Library Sys 140118) SRX380-P-SYS-JB-AC | Firewall - SRX380 SVCS Gateway W/HW 16 GE Perp 4x10GE,0,0,0,5894.7,0,11,TULSA CITY-COUNTY LIBRARY SYS,64841.7,No,Hp,OK,64841.7,0,0,0,5894.7
School District,221035128,140356,rbotts@kelloggllc.com,Cisco Systems,License,2299051630,2022,(District 140356) C9200L-DNA- E-48-3Y | CISCO C9200L DNA ESSENTIALS 48PT 3YR TERM LICENSE,0,0,0,615.89,0,4,MCLOUD PUBLIC SCHOOLS,2463.56,No,Cisco,OK,2463.56,0,0,0,615.89
School District,221021022,140332,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299027837,2022,(LES 85197)  | USW-PRO-48-POE,0,0,0,1499,0,4,LATTA INDEP SCHOOL DISTRICT 24,5996,Yes,Ubiquiti,OK,5996,0,0,0,1499
School District,221009231,140087,kimberly@crwconsulting.com,Dell,Switch,2299010558,2022,210-ASPX,0,0,0,3589.1,0,30,OWASSO INDEP SCHOOL DIST 11,107673,No,Dell,OK,107673,0,0,0,3589.1
School District,221020639,140421,terickson@smithville.k12.ok.us,Extreme Networks,Transceiver,2299028395,2022,10051H  1000Base SX SFP,0,0,0,52,0,2,SMITHVILLE I-14 SCHOOL DISTRICT,104,No,Extreme,OK,104,0,0,0,52
School District,221019968,140296,dsovereign@kelloggllc.com,Ubiquiti,Transceiver,2299026076,2022,(District 140296) SkyRider SFP+ SM 10G 10km (Ubiquiti) | SkyRider SFP+ SM 10G 10km (Ubiquiti),0,0,0,85,0,1,BOSWELL INDEP SCHOOL DIST 1,85,No,Ubiquiti,OK,85,0,0,0,85
Library,221029443,139898,library@frederickok.org,Ubiquiti,Access Point,2299042977,2022,UniFi WiFi 6 LR (4X4 MU-MIMO and OFDMA),0,0,0,179,0,2,FREDERICK PUBLIC LIBRARY,358,No,Ubiquiti,OK,358,0,0,0,179
School District,221014642,139831,dsovereign@kelloggllc.com,Cisco Systems,Racks & Cabinets,2299018019,2022,(Hawthorne) FRME2 | Rack Mount Fiber Enclosure,0,0,0,296.81,0,1,OKLAHOMA CITY SCHOOL DIST I-89,296.81,No,Cisco,OK,296.81,0,0,0,296.81
School District,221027277,140229,riley.harpole@kelloggllc.com,Ubiquiti,Wireless Controller,2299038576,2022,(District 140229)  | UniFi Controller,16,0,0,2950,0,1,MCALESTER PUBLIC SCHOOLS I-80,2950,No,Ubiquiti,OK,2950,0,0,0,2950
School District,221021035,140072,karla@crwconsulting.com,Ubiquiti,Wireless Controller,2299027808,2022,CK-G-Plus,0,0,0,230.1,0,1,HOMINY INDEP SCHOOL DIST 38,230.1,No,Ubiquiti,OK,230.1,0,0,0,230.1
School District,221018013,140122,cbailey@kelloggllc.com,Aruba,Transceiver,2299022916,2022,(District 140122) JL485A | 25G SFP28 LC eSR 400M MMF,0,0,0,225.29,0,54,UNION INDEP SCHOOL DISTRICT 9,12165.66,No,Hp,OK,12165.66,0,0,0,225.29
School District,221025094,139732,riley.harpole@kelloggllc.com,Aruba,Access Point,2299035032,2022,(District 139732) R7J28A | AP-635 (US) Campus AP,0,0,0,422.27,0,1100,EDMOND INDEP SCHOOL DIST 12,464497,No,Hp,OK,464497,0,0,0,422.27
School District,221018995,140115,dsovereign@kelloggllc.com,Extreme Networks,Switch,2299025047,2022,(District 140233) 5420F-24P-4XE | 5420F Ethernet Switch - 24 Port,0,0,0,3060,0,1,YALE PUBLIC SCHOOLS,3060,No,Extreme,OK,3060,0,0,0,3060
Consortium,221032362,17030261,dsovereign@kelloggllc.com,Extreme Networks,Cabling,2299047285,2022,10G-DACPSFPZ5M | 10G Passive DAC SFP+ 0.5m - 1.64 ft SFP+ Network Cable for Network Device - SFP+ Network - 10 Gbit/s,0,0,0,78,0,11,Community Strategies Epic Consortium,858,No,Extreme,OK,858,0,0,0,78
School District,221037678,140183,dsovereign@kelloggllc.com,Ubiquiti,Module,2299056000,2022,(District 140183) SFP+ MM Module | SFP+ MM Module,0,0,0,385.25,0,1,HASKELL INDEP SCHOOL DIST 2,385.25,No,Ubiquiti,OK,385.25,0,0,0,385.25
School District,221023551,140278,karla@crwconsulting.com,Fortinet,Transceiver,2299031974,2022,SP-CABLE-FS-SFP+3,0,0,0,74.01,0,1,WOODLAND SCHOOL DIST I 90,74.01,No,Fortinet,OK,74.01,0,0,0,74.01
School District,221027277,140229,riley.harpole@kelloggllc.com,Ubiquiti,Access Point,2299038576,2022,(District 140229)  | UniFi WiFi 6 Pro 4x4 MU-MIMO (U6-Pro),0,0,0,170,0,4,MCALESTER PUBLIC SCHOOLS I-80,680,No,Ubiquiti,OK,680,0,0,0,170
School District,221032960,139800,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299048507,2022,(MNTC 139800) 5420M-48W-4YE | 5420M 48 10/100/1000BASET FDX/HDX,0,0,0,3705,0,6,MOORE NORMAN TECHNOLOGY CENTER,22230,No,Extreme,OK,22230,0,0,0,3705
School District,221025148,140401,alinam@kelloggllc.com,SonicWALL,Firewall Services & Components,2299035037,2022,(District 140401) 01-SSC-7675 | SonicWALL GMS E-Class 24x7 Software Support For 1 Node (1Yr) - 24 x 7 - Technical - Electronic and Physica,0,0,0,0,58,1,KEOTA INDEP SCHOOL DISTRICT 43,0,No,Sonicwall,OK,0,0,0,0,58
School District,221024959,140320,rbotts@kelloggllc.com,Fortinet,Cabling,2299034733,2022,(District 140320) SP-CABLE-FS-SFP+1                 | Fortinet SFP+ Network Cable - 3.28 ft SFP+ Network Cable -SFP+ Network - 10 Gbit/s,0,0,0,49.91,0,10,VALLIANT INDEP SCHOOL DIST 11,499.1,No,Fortinet,OK,499.1,0,0,0,49.91
School District,221024032,140233,alinam@kelloggllc.com,Ubiquiti,Cabling,2299032911,2022,"(District 140233)  | Ubiquiti, Ethernet Surge Protector",0,0,0,13.63,0,8,ATOKA INDEP SCHOOL DISTRICT 15,109.04,No,Ubiquiti,OK,109.04,0,0,0,13.63
School District,221038707,140039,mwood@kelloggllc.com,Meraki,Racks & Cabinets,2299057785,2022,MA-MNT-MR-15 | Mounting Kit for MR45,0,0,0,28.4,0,20,TRI-COUNTY TECHNOLOGY CENTER,568,No,Cisco,OK,568,0,0,0,28.4
School District,221031773,140264,alinam@kelloggllc.com,Ubiquiti,Switch,2299046179,2022,"(District 140264)  | Ubiquiti, Unifi Switch Aggregation - 8 x 10G",0,0,0,271.47,0,2,WHITESBORO INDEP SCH DIST 62,542.94,No,Ubiquiti,OK,542.94,0,0,0,271.47
School District,221033274,140420,bgillham@spk12.org,Extreme Networks,Access Point,2299049081,2022,ap305c,0,0,0,219.53,0,28,SHADY POINT SCHOOL DISTRICT 4,6146.84,Yes,Extreme,OK,6146.84,0,0,0,219.53
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Module,2299027601,2022,(District 139861) C9200LSTACK-KIT | Network stacking module,0,0,0,684.78,0,3,MARIETTA INDEP SCH DISTRICT 16,2054.34,No,Cisco,OK,2054.34,0,0,0,684.78
School District,221027316,140355,riley.harpole@kelloggllc.com,Meraki,Antenna,2299038681,2022,(District 140355) MA-ANT-20 | Meraki Dual-band Omni Antennas,0,0,0,94.16,0,1,KONAWA INDEP SCHOOL DISTRICT 4,94.16,No,Cisco,OK,94.16,0,0,0,94.16
School District,221018858,139781,riley.harpole@kelloggllc.com,Dell,Switch,2299024414,2022,(District 139781) 210-ASPX | Dell N2248PX-ON Switch,0,0,0,5792.22,0,1,JONES INDEP SCHOOL DISTRICT I9,5792.22,No,Dell,OK,5792.22,0,0,0,5792.22
School District,221023551,140278,karla@crwconsulting.com,Fortinet,Switch,2299031974,2022,FS-124F-FPOE,0,0,0,825.48,0,1,WOODLAND SCHOOL DIST I 90,825.48,No,Fortinet,OK,825.48,0,0,0,825.48
School District,221004601,140145,kimberly@crwconsulting.com,Juniper Networks,Transceiver,2299004536,2022,SFPP-20G-LTR2-C,0,0,0,133,0,18,MIAMI INDEP SCHOOL DISTRICT 23,2394,No,Hp,OK,2394,0,0,0,133
School District,221021266,139811,riley.harpole@kelloggllc.com,Aruba,Cabling,2299028624,2022,(District 139811) JL085A#ABA | HPE Aruba X371 - Power supply - hot-plug / redundant - AC100-240 V - 250 Watt - United States,0,0,0,252.06,0,2,PURCELL INDEP SCHOOL DIST 15,504.12,No,Hp,OK,504.12,0,0,0,252.06
School District,221035128,140356,rbotts@kelloggllc.com,Cisco Systems,Module,2299051630,2022,(District 140356) C9200L- STACK-KIT | CISCO CATALYST 9200L STACK MODULE,0,0,0,643.28,0,8,MCLOUD PUBLIC SCHOOLS,5146.24,No,Cisco,OK,5146.24,0,0,0,643.28
School District,221038946,139876,collect-ed@hotmail.com,Meraki,Access Point,2299058220,2022,MR86-HW,0,0,0,1034.6,0,20,Lawton Public School Dist,20692,No,Cisco,OK,20692,0,0,0,1034.6
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) C9300X-NM-2C | Catalyst 9300 Series Network Module,0,0,0,988.7,0,9,YUKON INDEP SCHOOL DISTRICT 27,8898.3,No,Cisco,OK,8898.3,0,0,0,988.7
School District,221022115,140165,dsovereign@kelloggllc.com,Extreme Networks,Switch,2299029614,2022,(Indian Capital Technology Campus 140165) 5520-24X | ExtremeSwitching 5520 24 1Gb/10Gb SFP+ Ports 2 Stacking/QSFP28 1Unpo5520-24Tn Modules 2 Unpopulated Modular PSU Slots (Includes 1Year XIQ Pilot Cloud Subscription),0,0,0,6255,0,1,INDIAN CAPITAL TECHNOLOGY CENTERS,6255,No,Extreme,OK,6255,0,0,0,6255
School District,221010204,140369,kimberly@crwconsulting.com,Extreme Networks,Access Point,2299011896,2022,AP305C-FCC,0,0,0,235,0,0,PRAGUE PUBLIC SCHOOLS,0,No,Extreme,OK,0,0,0,0,235
School District,221020071,139934,dsovereign@kelloggllc.com,Meraki,Firewall Services & Components,2299026237,2022,(District 139934) MX95-HW | Cisco Meraki MX95 - Security appliance - GigE - 1U - rack-mountable,0,0,0,2400,0,1,ERICK INDEP SCHOOL DISTRICT 51,2400,No,Cisco,OK,2400,0,0,0,2400
School District,221018858,139781,riley.harpole@kelloggllc.com,Dell,Cabling,2299024414,2022,"(District 139781) 470-AAGI | Dell Networking, Cable, QSFP+ to QSFP+, 40GbE PassiveCopper Direct Attach Cable, 3 Meter",0,0,0,54.55,0,2,JONES INDEP SCHOOL DISTRICT I9,109.1,No,Dell,OK,109.1,0,0,0,54.55
School District,221032209,140413,eratemone4u@yahoo.com,Ubiquiti,Switch,2299046905,2022,USW-PRO-48-POE,0,0,0,1099,0,9,LIBERTY SCHOOL 68-C001,9891,No,Ubiquiti,OK,9891,0,0,0,1099
School District,221032361,139874,riley.harpole@kelloggllc.com,Aruba,Cabling,2299047276,2022,(District 139874) J9281D | Direct Attach Copper Cable - 10GBase,0,0,0,44.73,0,2,BISHOP SCHOOL DISTRICT C-049,89.46,No,Hp,OK,89.46,0,0,0,44.73
School District,221014246,139777,dee.benson@guthrieps.net,Aruba,Wireless Controller,2299017401,2022,Central,0,0,0,103125,13750,1,GUTHRIE INDEP SCHOOL DIST 1,103125,No,Hp,OK,103125,0,0,0,116875
School District,221018365,140254,riley.harpole@kelloggllc.com,Fortinet,Switch,2299023682,2022,(RHS 85030) FS-148F-FPOE | Fortinet FortiSwitch Ethernet Switch - 48 Ports - Manageable - 2 Layer Supported - Modular - 895.70 W Power Consumption,0,0,0,1195.52,0,2,RATTAN INDEP SCHOOL DISTRICT 1,2391.04,No,Fortinet,OK,2391.04,0,0,0,1195.52
School District,221022284,139805,tthompson@paulsvalley.k12.ok.us,Cisco Systems,Switch,2299029912,2022,PWR-C4-950-WAC-R/2,0,0,0,905.95,0,3,PAULS VALLEY SCHOOL DIST 18,2717.85,No,Cisco,OK,2717.85,0,0,0,905.95
School District,221031296,140329,eratemone4u@yahoo.com,Extreme Networks,Access Point,2299045272,2022,AP510C-WW,0,0,0,787,0,5,SEMINOLE INDEP SCHOOL DIST 1,3935,No,Extreme,OK,3935,0,0,0,787
School District,221017312,140334,riley.harpole@kelloggllc.com,Extreme Networks,Module,2299021916,2022,(District 140334) XN-FAN-001-F | Extreme Networks network device fan module,0,0,0,98.7,0,12,BYNG SCHOOL DISTRICT 16,1184.4,No,Extreme,OK,1184.4,0,0,0,98.7
Library,221026730,140288,tonkawalibrary@yahoo.com,SonicWALL,License,2299038232,2022,TZ370,0,0,0,1770.91,590.31,1,TONKAWA PUBLIC LIBRARY,1770.91,No,Sonicwall,OK,1770.91,0,0,0,2361.22
School District,221017312,140334,riley.harpole@kelloggllc.com,Extreme Networks,License,2299021916,2022,(District 140334) EXOS-CORE-FP-X695 | Extreme Networks ExtremeXOS Core Feature Pack - license -1 switch,0,0,0,2298,0,2,BYNG SCHOOL DISTRICT 16,4596,No,Extreme,OK,4596,0,0,0,2298
School District,221018858,139781,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299024414,2022,5320-16P-4XE,0,0,0,1879.06,0,1,JONES INDEP SCHOOL DISTRICT I9,1879.06,No,Extreme,OK,1879.06,0,0,0,1879.06
School District,221038946,139876,collect-ed@hotmail.com,Meraki,License,2299058220,2022,LIC-ENT-3YR,0,0,0,366.24,0,95,Lawton Public School Dist,34792.8,No,Cisco,OK,34792.8,0,0,0,366.24
School District,221020444,140306,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299026874,2022,(FTHS 85135) 16 Port POE | USW-LITE-16-POE,0,0,0,230.4,0,1,FORT TOWSON INDEP SCH DIST 2,230.4,No,Ubiquiti,OK,230.4,0,0,0,230.4
School District,221032361,139874,riley.harpole@kelloggllc.com,Aruba,Switch,2299047276,2022,(District 139874) JL675A#ABA | 6100 48G Class4 PoE 4SFP+ 370W Switch,0,0,0,2215.77,0,2,BISHOP SCHOOL DISTRICT C-049,4431.54,No,Hp,OK,4431.54,0,0,0,2215.77
School District,221027316,140355,riley.harpole@kelloggllc.com,Meraki,Access Point,2299038681,2022,(District 140355) MR76-HW | Meraki MR76 Wi-Fi 6 Outdoor AP,0,0,0,757.05,0,2,KONAWA INDEP SCHOOL DISTRICT 4,1514.1,No,Cisco,OK,1514.1,0,0,0,757.05
School District,221026772,140414,cbailey@kelloggllc.com,Ubiquiti,Access Point,2299037722,2022,"(District 140414) UAP-AC-PRO-US|Ubiquiti UniFi UAP-AC-PRO IEEE 802.11ac 1.27 Gbit/s Wireless Access Point-2.40 GHz, 5 GHz - MIMO Technology-2 x Network (RJ-45)-Gigabit Ethernet-wall mountable, ceiling mountable",0,0,0,145.09,0,25,ROLAND INDEP SCHOOL DISTRICT 5,3627.25,No,Ubiquiti,OK,3627.25,0,0,0,145.09
School District,221011202,139797,dchristensen@kelloggllc.com,Aruba,Module,2299016455,2022,(District 139797) J9990A | J9990A - 20-port Gig-T PoE+ / 4-port SFP+ v3 zl2 Module,0,0,0,2023.53,0,1,NOBLE INDEP SCHOOL DISTRICT 40,2023.53,No,Hp,OK,2023.53,0,0,0,2023.53
School District,221022970,140231,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299031153,2022,"(District 140231)  | Ubiquiti, Unifi Switch Aggregation - 8 x 10G",0,0,0,271.47,0,6,Antlers Indep School Dist I 13,1628.82,No,Ubiquiti,OK,1628.82,0,0,0,271.47
School District,221003200,140097,riley.harpole@kelloggllc.com,Aruba,License,2299002966,2022,(District 140097) H8FP0E | 1YR FOUNDATION CARE ARUBA 24X7,0,0,0,6.11,0,660,SAND SPRINGS SCHOOL DISTRICT 2,4032.6,No,Hp,OK,4032.6,0,0,0,6.11
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Cabling,2299039907,2022,(OW-2 84533) STACK-T1-50CM | 50CM Type1 Stacking Cable,0,0,0,29.57,0,3,TULSA CITY-COUNTY LIBRARY SYS,88.71,No,Cisco,OK,88.71,0,0,0,29.57
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Switch,2299025213,2022,"(MHS 84912)  | Ubiquiti, UniFi Switch Pro 48p 600w PoE 4x 10G Uplink",0,0,0,1099,0,3,MORRIS SCHOOL DISTRICT,3297,No,Ubiquiti,OK,3297,0,0,0,1099
School District,221033864,140410,waynewedge@panama.k12.ok.us,Fortinet,Operating System Software of Eligible Equipment,2299054924,2022,Fortigate 201F,0,0,0,647.28,1842.27,1,PANAMA INDEP SCHOOL DIST 20,647.28,Yes,Fortinet,OK,647.28,0,0,0,2489.55
School District,221032796,16039383,jeff.gilstrap@captulsa.org,Meraki,Switch,2299048202,2022,MS120-48FP-HW,0,0,0,1699.88,1065.83,8,"COMMUNITY ACTION PROJECT OF TULSA COUNTY, INC.",13599.04,No,Cisco,OK,13599.04,0,0,0,2765.71
School District,221038846,139900,taylorpd@pldi.net,SonicWALL,Router,2299058040,2022,NSA3650,0,0,0,3790,0,1,GRANDFIELD SCHOOL DISTRICT 249,3790,Yes,Sonicwall,OK,3790,0,0,0,3790
School District,221033761,140311,dsovereign@kelloggllc.com,Fortinet,Access Point,2299049634,2022,"(District 140311) FAP-431F-A | FortiAP FAP-431F 802.11ax Wireless Access Point -2.40 GHz, 5 GHz - MIMO Technology - 2 x Network (RJ-45) - 2.5Gigabit Ethernet, Gigabit Ethernet - Ceiling Mountable, WallMountable",0,0,0,604.35,0,10,HUGO INDEP SCHOOL DISTRICT I39,6043.5,No,Fortinet,OK,6043.5,0,0,0,604.35
School District,221014435,140315,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299017802,2022,(District 140315) 18104-6PK | ExtremeNetworks V400 Series (Pack of 6) 48 10/100/1000BASE-T PoE+ 4 1000/10GBaseX Unpopulated SFP+ Ports Fixed Power Supply and Fans,0,0,0,13436.5,0,6,IDABEL SCHOOL DISTRICT 5,80619,Yes,Extreme,OK,80619,0,0,0,13436.5
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,"Installation, Activation, & Initial Configuration",2299035614,2022,(ES 84778) WAP-INSTALL | Wireless Access Point Configuration & Installation,0,0,0,35,0,30,COMMERCE PUBLIC SCHOOLS,1050,Yes,Fortinet,OK,1050,0,0,0,35
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,License,2299027601,2022,(District 139861) C9200L-DNAE-48-3Y | Cisco Digital Network Architecture Essentials,0,0,0,584.48,0,4,MARIETTA INDEP SCH DISTRICT 16,2337.92,No,Cisco,OK,2337.92,0,0,0,584.48
School District,221035196,140240,cbailey@kelloggllc.com,Ubiquiti,Module,2299051817,2022,(District 140240) UACCOMMM10GD2 Ubiquiti UniFi Pro Aggregation Switch Manageable - 3 Layer Supported=,0,0,0,44.45,0,3,CLAYTON INDEP SCHOOL DIST 10,133.35,No,Ubiquiti,OK,133.35,0,0,0,44.45
School District,221033864,140410,waynewedge@panama.k12.ok.us,Ubiquiti,Switch,2299055669,2022,USW-Lite-8-POE,0,0,0,145,0,8,PANAMA INDEP SCHOOL DIST 20,1160,Yes,Ubiquiti,OK,1160,0,0,0,145
School District,221016969,140058,karla@crwconsulting.com,Aruba,Switch,2299021398,2022,JL669A,0,0,0,196.4,0,4,OAK GROVE SCHOOL DISTRICT 104,785.6,No,Hp,OK,785.6,0,0,0,196.4
School District,221035128,140356,rbotts@kelloggllc.com,Cisco Systems,Switch,2299051630,2022,(District 140356) C9200L-48P- 4X-EDU | CISCO CATALYST 9200L 48PT POE+ ONLY 4X10G K12 SWITCH,0,0,0,3138.47,0,8,MCLOUD PUBLIC SCHOOLS,25107.76,No,Cisco,OK,25107.76,0,0,0,3138.47
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) C9300X-NM-2C | Catalyst 9300 Series Network Module,0,0,0,988.7,0,3,YUKON INDEP SCHOOL DISTRICT 27,2966.1,No,Cisco,OK,2966.1,0,0,0,988.7
School District,221038707,140039,mwood@kelloggllc.com,Meraki,Access Point,2299057785,2022,MR44-HW | MR44 WiFi 6 Indoor AP,0,0,0,753.5,0,20,TRI-COUNTY TECHNOLOGY CENTER,15070,No,Cisco,OK,15070,0,0,0,753.5
School District,221018013,140122,cbailey@kelloggllc.com,Aruba,Switch,2299022916,2022,(District 140122) JL728A | 6200F 48G Class4 PoE 4SFP 740W,0,0,0,2443.27,0,48,UNION INDEP SCHOOL DISTRICT 9,117276.96,No,Hp,OK,117276.96,0,0,0,2443.27
School District,221039685,139956,mandrews@burlingtonschool.com,Ubiquiti,Access Point,2299059387,2022,"UAP-AC-PRO 2.4Ghz, 450/1300Mbps",0,0,0,155,0,5,BURLINGTON INDEP SCH DIS I001,775,No,Ubiquiti,OK,775,0,0,0,155
School District,221006470,140205,karla@crwconsulting.com,Ubiquiti,Switch,2299006862,2022,USW-Pro-48-POE,0,0,0,1099,0,14,PRESTON SCHOOL DISTRICT,15386,No,Ubiquiti,OK,15386,0,0,0,1099
Library System,221025121,17028400,riley.harpole@kelloggllc.com,Cisco Systems,Switch,2299034995,2022,(MB 17028405) C9200L-24P-4G-EDU | Cisco Catalyst C9200L-24P-4G Ethernet Switch - 24 Ports -Manageable - 3 Layer Supported - Twisted Pair - LifetimeLimited Warranty,0,0,0,2327.15,0,1,DUNCAN PUBLIC LIBRARY SYSTEM,2327.15,No,Cisco,OK,2327.15,0,0,0,2327.15
School District,221011219,139912,kimberly@crwconsulting.com,Meraki,UPS/ Battery Backup,2299013297,2022,MX95-HW,0,0,0,2400,0,1,STERLING INDEP SCHOOL DIST 3,2400,No,Cisco,OK,2400,0,0,0,2400
School District,221027277,140229,riley.harpole@kelloggllc.com,Ubiquiti,Access Point,2299038576,2022,(District 140229)  | UniFi AP-AC-M-Pro Outdoor Mesh Hi Power,0,0,0,198.12,0,4,MCALESTER PUBLIC SCHOOLS I-80,792.48,No,Ubiquiti,OK,792.48,0,0,0,198.12
School,221037403,139795,jlandes@newcastle.k12.ok.us,Extreme Networks,Switch,2299055799,2022,5520-24X,0,0,0,5693,0,1,NEWCASTLE INDEP SCHOOL DIST 1,5693,No,Extreme,OK,5693,0,0,0,5693
School District,221032394,140218,alinam@kelloggllc.com,Ubiquiti,Access Point,2299047380,2022,"(WHS 84962)  | Ubiquiti, UniFi WiFi 6 Pro 4x4 MU-MIMO (U6-Pro)",0,0,0,156,0,5,WARNER INDEP SCHOOL DIST 74,780,No,Ubiquiti,OK,780,0,0,0,156
School District,221033864,140410,waynewedge@panama.k12.ok.us,Ubiquiti,Switch,2299055669,2022,USW-48-POE,0,0,0,650,0,3,PANAMA INDEP SCHOOL DIST 20,1950,Yes,Ubiquiti,OK,1950,0,0,0,650
School District,221029330,140215,eratemone4u@yahoo.com,Aruba,Access Point,2299041955,2022,Q9G69A MOUNTING BRACKETS,0,0,0,72.35,0,2,TAHLEQUAH INDEP SCHOOL DIST 35,144.7,No,Hp,OK,144.7,0,0,0,72.35
