applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,251031239,140661,jlsmith@lisd.org,Aruba,Access Point,2599043543,2025,HPE 635,0,0,0,516.45,0,103,LONGVIEW INDEP SCHOOL DISTRICT,53194.35,No,Hp,TX,53194.35,0,0,0,516.45
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Switch,2599057980,2025,J9993A,1,0,0,2912,0,6,KAUFMAN INDEP SCHOOL DISTRICT,17472,No,Hp,TX,17472,0,0,0,2912
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS125-48LP-5YR,1,0,0,419.97,0,1,BOYD INDEP SCHOOL DISTRICT,419.97,No,Cisco,TX,419.97,0,0,0,419.97
School District,251036782,140729,erate@hawkinsisd.org,Extreme Networks,License,2599052247,2025,XCIQ-PT054-C-EW-3YK12 ExtremeCloud IQ Pilot 5400 Tier 0 for 3YR Cloud Subscription,0,0,0,598,0,30,HAWKINS INDEP SCHOOL DISTRICT,17940,No,Extreme,TX,17940,0,0,0,598
School District,251040595,140510,dhartzell@vstservices.com,Aruba,License,2599057980,2025,HC7G6E,1,0,0,2035,3465,1,KAUFMAN INDEP SCHOOL DISTRICT,2035,No,Hp,TX,2035,0,0,0,5500
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Transceiver,2599058606,2025,JL484A-ENC,1,0,0,78,0,70,PFLUGERVILLE INDEP SCHOOL DIST,5460,No,Hp,TX,5460,0,0,0,78
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,License,2599052321,2025,USK12-STD-A-S-C-EW-3Y,0,0,0,181.41,0,37,BASTROP INDEP SCHOOL DISTRICT,6712.17,No,Extreme,TX,6712.17,0,0,0,181.41
School District,251016229,140810,stephanie.deeringer@esc12.net,Cisco Systems,Module,2599039940,2025,C9400-LC-48P,0,0,0,3431.02,0,3,JASPER I.S.D.,10293.06,No,Cisco,TX,10293.06,0,0,0,3431.02
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Cabling,2599057980,2025,J9281D,1,0,0,49,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,49
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,Access Point,2599047933,2025,C9130AXI-B-EDU,1,0,0,1003.32,0,5,LIBERTY-EYLAU INDEP SCH DIST,5016.6,No,Cisco,TX,5016.6,0,0,0,1003.32
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Transceiver,2599057980,2025,JH231A,1,0,0,1182,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,1182
School District,251018557,141568,shayes@bishopcisd.net,Cisco Systems,Switch,2599022348,2025,C9200-24PXG-EDU,0,0,0,2834.96,0,2,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,5669.92,No,Cisco,TX,5669.92,0,0,0,2834.96
School District,251035854,16072340,flevilly@austinachieve.org,Meraki,Access Point,2599050762,2025,MR46-HW,0,0,0,515.07,0,47,AUSTIN ACHIEVE PUBLIC SCHOOLS,24208.29,No,Cisco,TX,24208.29,0,0,0,515.07
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Switch,2599032456,2025,4220-4MW-20P-4X,0,0,0,2679,0,1,HAYS CONS INDEP SCH DISTRICT,2679,No,Extreme,TX,2679,0,0,0,2679
Library,251026485,140767,tobysykes@eratesolutions.com,Ubiquiti,Switch,2599035528,2025,UBI-USWAGGREGATION USW-AGGREGATION,0,0,0,251.36,0,1,FAIRFIELD LIBRARY ASSOC INC,251.36,No,Ubiquiti,TX,251.36,0,0,0,251.36
School District,251031239,140661,jlsmith@lisd.org,Aruba,Access Point,2599043543,2025,R3J18A Bracket for Access Point,0,0,0,11.33,0,103,LONGVIEW INDEP SCHOOL DISTRICT,1166.99,No,Hp,TX,1166.99,0,0,0,11.33
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,License,2599061230,2025,C9500-DNA-L-A-7Y,1,0,0,7222.75,0,1,WYLIE ISD,7222.75,No,Cisco,TX,7222.75,0,0,0,7222.75
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Cabling,2599032456,2025,25G-DACP-SFP1M,0,0,0,121,0,1,HAYS CONS INDEP SCH DISTRICT,121,No,Extreme,TX,121,0,0,0,121
School District,251025368,140747,glenn.hervieux@vanisd.org,Ruckus,Access Point,2599041804,2025,Ruckus Wireless T750SE Outdoor Access point (901-T750-US51),0,0,0,1709.86,0,6,VAN INDEPENDENT  SCHOOL DISTRICT,10259.16,No,Ruckus,TX,10259.16,0,0,0,1709.86
School District,251006698,140986,bcrubaugh@e-ratecentral.com,Ubiquiti,Switch,2599031247,2025,ECS-Aggregation,0,0,0,5199,0,10,VERNON INDEP SCHOOL DISTRICT,51990,No,Ubiquiti,TX,51990,0,0,0,5199
School District,251000678,140441,trains@esc12.net,Aruba,Racks & Cabinets,2599052076,2025,R3J18A,0,0,0,11.33,0,5,LOVEJOY INDEP SCHOOL DISTRICT,56.65,No,Hp,TX,56.65,0,0,0,11.33
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Module,2599061230,2025,C9300X-NM-8Y,1,0,0,18942.74,0,1,WYLIE ISD,18942.74,No,Cisco,TX,18942.74,0,0,0,18942.74
School District,251038193,141690,rsharp@bisdtx.org,Extreme Networks,License,2599054355,2025,USK12-STD-A-S-C-EW-3Y,0,0,0,181.41,0,78,BASTROP INDEP SCHOOL DISTRICT,14149.98,No,Extreme,TX,14149.98,0,0,0,181.41
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS425-16-5YR,1,0,0,1359.19,0,5,BOYD INDEP SCHOOL DISTRICT,6795.95,No,Cisco,TX,6795.95,0,0,0,1359.19
School District,251000545,141049,stephanie.deeringer@esc12.net,Cisco Systems,Switch,2599017856,2025,C9300-24P-EDU,0,0,0,3156.32,0,8,Cameron Independent School District,25250.56,No,Cisco,TX,25250.56,0,0,0,3156.32
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Switch,2599032456,2025,4220-4MW-8P-4X,0,0,0,1899,0,1,HAYS CONS INDEP SCH DISTRICT,1899,No,Extreme,TX,1899,0,0,0,1899
School District,251016806,141274,barrington@esc12.net,Meraki,License,2599019856,2025,LIC-MS225-48FP-5YR,0,0,0,768.06,0,6,BAY CITY INDEP SCHOOL DISTRICT,4608.36,No,Cisco,TX,4608.36,0,0,0,768.06
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Transceiver,2599057980,2025,J9150D,1,0,0,484,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,484
School District,251007605,140970,avoight@esc12.net,Fortinet,Firewall Services & Components,2599029969,2025,FG-400F-BDL-809-12,0,0,0,8230.16,4431.62,1,HENRIETTA INDEP SCHOOL DIST,8230.16,No,Fortinet,TX,8230.16,0,0,0,12661.78
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,License,2599059100,2025,CON-SNTP-C9606R-4,1,0,0,4673.65,3672.16,1,GRANBURY INDEP SCHOOL DISTRICT,4673.65,No,Cisco,TX,4673.65,0,0,0,8345.81
School District,251000678,140441,trains@esc12.net,Aruba,Module,2599052206,2025,JL086A#ABA,0,0,0,284.39,0,83,LOVEJOY INDEP SCHOOL DISTRICT,23604.37,No,Hp,TX,23604.37,0,0,0,284.39
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,Cabling,2599059100,2025,SFP-H10GB-CU5M=,1,0,0,69.36,0,9,GRANBURY INDEP SCHOOL DISTRICT,624.24,No,Cisco,TX,624.24,0,0,0,69.36
School District,251038193,141690,rsharp@bisdtx.org,Extreme Networks,Cabling,2599054355,2025,20G-DACP-SFPDD1M,0,0,0,210.21,0,4,BASTROP INDEP SCHOOL DISTRICT,840.84,No,Extreme,TX,840.84,0,0,0,210.21
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,Switch,2599047933,2025,C9300-48U-EDU,1,0,0,5657.7,0,3,LIBERTY-EYLAU INDEP SCH DIST,16973.1,No,Cisco,TX,16973.1,0,0,0,5657.7
School District,251003170,223495,lcts.rml@stx.rr.com,Juniper Networks,Switch,2599021778,2025,EX4400-48MP,0,0,0,3381.13,0,9,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,30430.17,No,Hp,TX,30430.17,0,0,0,3381.13
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Cabling,2599061229,2025,CAB-SPWR-30CM,1,0,0,1023.33,0,1,WYLIE ISD,1023.33,No,Cisco,TX,1023.33,0,0,0,1023.33
School District,251034435,142019,brian.lummus@roby.esc14.net,Ruckus,Racks & Cabinets,2599048590,2025,Rack-Mount Installation Kit,0,0,0,108.3,0,3,ROBY CONS INDEP SCHOOL DIST,324.9,No,Ruckus,TX,324.9,0,0,0,108.3
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,License,2599032456,2025,USK12-STD-A-S-CEW-5Y,0,0,0,304,0,2,HAYS CONS INDEP SCH DISTRICT,608,No,Extreme,TX,608,0,0,0,304
School District,251005668,141426,pstanford@esc12.net,Meraki,Access Point,2599041496,2025,MR44-HW,0,0,0,528.51,0,26,SNOOK INDEP SCHOOL DISTRICT,13741.26,No,Cisco,TX,13741.26,0,0,0,528.51
School District,251035854,16072340,flevilly@austinachieve.org,Meraki,License,2599050762,2025,LIC-MX450-SEC-3YR,0,0,0,6258.97,6258.97,1,AUSTIN ACHIEVE PUBLIC SCHOOLS,6258.97,No,Cisco,TX,6258.97,0,0,0,12517.94
School District,251038024,141690,rsharp@bisdtx.org,Extreme Networks,Module,2599054088,2025,XN-ACPWR-920W,0,0,0,638,0,5,BASTROP INDEP SCHOOL DISTRICT,3190,No,Extreme,TX,3190,0,0,0,638
School District,251005668,141426,pstanford@esc12.net,Meraki,License,2599041496,2025,LIC-ENT-3YR,0,0,0,183.9,0,48,SNOOK INDEP SCHOOL DISTRICT,8827.2,No,Cisco,TX,8827.2,0,0,0,183.9
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Switch,2599058539,2025,JL859A,1,0,0,30762.88,0,8,PFLUGERVILLE INDEP SCHOOL DIST,246103.04,No,Hp,TX,246103.04,0,0,0,30762.88
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Transceiver,2599058606,2025,J9151E-ENC,1,0,0,154.8,0,40,PFLUGERVILLE INDEP SCHOOL DIST,6192,No,Hp,TX,6192,0,0,0,154.8
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Module,2599057980,2025,J9829A#ABA,1,0,0,690,0,24,KAUFMAN INDEP SCHOOL DISTRICT,16560,No,Hp,TX,16560,0,0,0,690
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Transceiver,2599032456,2025,SFP-10G-SR-SO,0,0,0,54,0,32,HAYS CONS INDEP SCH DISTRICT,1728,No,Extreme,TX,1728,0,0,0,54
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Switch,2599057980,2025,J9993A,1,0,0,2912,0,1,KAUFMAN INDEP SCHOOL DISTRICT,2912,No,Hp,TX,2912,0,0,0,2912
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,Module,2599052321,2025,XN-ACPWR-350W-FB,0,0,0,426.86,0,2,BASTROP INDEP SCHOOL DISTRICT,853.72,No,Extreme,TX,853.72,0,0,0,426.86
School District,251036782,140729,erate@hawkinsisd.org,Extreme Networks,License,2599052247,2025,XCIQ-PT0-C-EW-3YR-K12 ExtremeCloud IQ Pilot Tier 0 CLOUD RTU License and EW TAC 3Y,0,0,0,197,0,5,HAWKINS INDEP SCHOOL DISTRICT,985,No,Extreme,TX,985,0,0,0,197
School District,251036782,140729,erate@hawkinsisd.org,Extreme Networks,License,2599052247,2025,EXOS-CORE-FP-X695 Core Feature Pack License for X695 (Includes Insight Architect),0,0,0,1133,0,2,HAWKINS INDEP SCHOOL DISTRICT,2266,No,Extreme,TX,2266,0,0,0,1133
School District,251018557,141568,shayes@bishopcisd.net,Cisco Systems,License,2599022348,2025,C9200-DNA-E-24-3Y,0,0,0,321,0,2,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,642,No,Cisco,TX,642,0,0,0,321
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS225-48FP-5YR,1,0,0,804.84,0,1,BOYD INDEP SCHOOL DISTRICT,804.84,No,Cisco,TX,804.84,0,0,0,804.84
School District,251006698,140986,bcrubaugh@e-ratecentral.com,Ubiquiti,Access Point,2599031247,2025,UDB-PRO-US,0,0,0,240,0,5,VERNON INDEP SCHOOL DISTRICT,1200,No,Ubiquiti,TX,1200,0,0,0,240
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Switch,2599058539,2025,JL630A,1,0,0,251.58,0,2,PFLUGERVILLE INDEP SCHOOL DIST,503.16,No,Hp,TX,503.16,0,0,0,251.58
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS125-24P-5YR,1,0,0,362.48,0,4,BOYD INDEP SCHOOL DISTRICT,1449.92,No,Cisco,TX,1449.92,0,0,0,362.48
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,Switch,2599047933,2025,C9300-24U-EDU,1,0,0,3275.88,0,1,LIBERTY-EYLAU INDEP SCH DIST,3275.88,No,Cisco,TX,3275.88,0,0,0,3275.88
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,License,2599059100,2025,CON-SNTP-C9606R,1,0,0,4673.65,3672.16,1,GRANBURY INDEP SCHOOL DISTRICT,4673.65,No,Cisco,TX,4673.65,0,0,0,8345.81
School District,251034435,142019,brian.lummus@roby.esc14.net,Ruckus,UPS/ Battery Backup,2599048590,2025,SMART2200RMXLN,0,0,0,1828.71,0,3,ROBY CONS INDEP SCHOOL DIST,5486.13,No,Ruckus,TX,5486.13,0,0,0,1828.71
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Cabling,2599057980,2025,J9281D,1,0,0,49,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,49
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Module,2599032456,2025,XN-ACPWR-920W,0,0,0,778,0,50,HAYS CONS INDEP SCH DISTRICT,38900,No,Extreme,TX,38900,0,0,0,778
School District,251036692,140982,courtney.woodward@seymour-isd.net,SonicWALL,Firewall Services & Components,2599052117,2025,03-SSC-2550,0,0,0,4845,3230,1,SEYMOUR INDEP SCHOOL DISTRICT,4845,No,Sonicwall,TX,4845,0,0,0,8075
School District,251003170,223495,lcts.rml@stx.rr.com,Juniper Networks,Transceiver,2599021778,2025,SFP-1G-SX-C,0,0,0,17.09,0,8,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,136.72,No,Hp,TX,136.72,0,0,0,17.09
School District,251006698,140986,bcrubaugh@e-ratecentral.com,Ubiquiti,Access Point,2599031247,2025,U7-PRO-MAX-US,0,0,0,327,0,100,VERNON INDEP SCHOOL DISTRICT,32700,No,Ubiquiti,TX,32700,0,0,0,327
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Transceiver,2599057980,2025,JH231A,1,0,0,1182,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,1182
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,License,2599032456,2025,USK12-STD-B-S-CEW-5Y,0,0,0,888,0,50,HAYS CONS INDEP SCH DISTRICT,44400,No,Extreme,TX,44400,0,0,0,888
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,License,2599047933,2025,EDU-DNA-E-3Y,1,0,0,115.02,0,10,LIBERTY-EYLAU INDEP SCH DIST,1150.2,No,Cisco,TX,1150.2,0,0,0,115.02
School District,251005668,141426,pstanford@esc12.net,Meraki,Access Point,2599041496,2025,MR86-HW,0,0,0,1180.25,0,3,SNOOK INDEP SCHOOL DISTRICT,3540.75,No,Cisco,TX,3540.75,0,0,0,1180.25
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Transceiver,2599057980,2025,JH231A,1,0,0,1182,0,0,KAUFMAN INDEP SCHOOL DISTRICT,0,No,Hp,TX,0,0,0,0,1182
School District,251018557,141568,shayes@bishopcisd.net,Cisco Systems,License,2599022348,2025,C9200-DNA-E-48-3Y,0,0,0,589.44,0,1,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,589.44,No,Cisco,TX,589.44,0,0,0,589.44
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,License,2599047933,2025,C9300-DNA-E-24-3Y,1,0,0,311.84,0,1,LIBERTY-EYLAU INDEP SCH DIST,311.84,No,Cisco,TX,311.84,0,0,0,311.84
School District,251035854,16072340,flevilly@austinachieve.org,Meraki,License,2599050762,2025,LIC-MS220-24P-3YR,0,0,0,115.88,0,1,AUSTIN ACHIEVE PUBLIC SCHOOLS,115.88,No,Cisco,TX,115.88,0,0,0,115.88
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Module,2599061230,2025,C9K-PWR-650WAC-R/2,1,0,0,836.26,0,1,WYLIE ISD,836.26,No,Cisco,TX,836.26,0,0,0,836.26
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,License,2599052321,2025,USK12-STD-B-S-C-EW-3Y,0,0,0,552.48,0,7,BASTROP INDEP SCHOOL DISTRICT,3867.36,No,Extreme,TX,3867.36,0,0,0,552.48
School District,251007610,140524,avoight@esc12.net,Ubiquiti,Access Point,2599032009,2025,UniFi WiFi 7 w/6ghz (U7-Pro),0,0,0,198.33,0,35,RICE INDEP SCHOOL DISTRICT,6941.55,No,Ubiquiti,TX,6941.55,0,0,0,198.33
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS225-48LP-5YR,1,0,0,718.23,0,20,BOYD INDEP SCHOOL DISTRICT,14364.6,No,Cisco,TX,14364.6,0,0,0,718.23
School District,251042773,140483,daniel@e-rate.org,Ruckus,License,2599061230,2025,CLD-ESNT-APSW-REC5,1,0,0,238.68,0,79,WYLIE ISD,18855.72,No,Ruckus,TX,18855.72,0,0,0,238.68
School District,251036782,140729,erate@hawkinsisd.org,Extreme Networks,License,2599052247,2025,XCIQ-PT0-C-EW-3YR-K12 ExtremeCloud IQ Pilot Tier 0 CLOUD RTU License and EW TAC 3Y,0,0,0,197,0,154,HAWKINS INDEP SCHOOL DISTRICT,30338,No,Extreme,TX,30338,0,0,0,197
School District,251038001,140846,dhartzell@vstservices.com,Meraki,License,2599054053,2025,LIC-MS210-48LP-5YR,1,0,0,536.06,0,11,BOYD INDEP SCHOOL DISTRICT,5896.66,No,Cisco,TX,5896.66,0,0,0,536.06
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Switch,2599061230,2025,C9500-24Y4C-EDU,1,0,0,8264.23,0,1,WYLIE ISD,8264.23,No,Cisco,TX,8264.23,0,0,0,8264.23
School District,251000678,140441,trains@esc12.net,Aruba,License,2599052076,2025,Q9Y59AAE,0,0,0,123.16,0,155,LOVEJOY INDEP SCHOOL DISTRICT,19089.8,No,Hp,TX,19089.8,0,0,0,123.16
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,Switch,2599059100,2025,C9606R-48Y24C-BN-A,1,0,0,49984.93,0,1,GRANBURY INDEP SCHOOL DISTRICT,49984.93,No,Cisco,TX,49984.93,0,0,0,49984.93
School District,251018557,141568,shayes@bishopcisd.net,Cisco Systems,Module,2599022348,2025,C9200-NM-4X,0,0,0,981.25,0,2,BISHOP CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,1962.5,No,Cisco,TX,1962.5,0,0,0,981.25
School District,251000545,141049,stephanie.deeringer@esc12.net,Cisco Systems,Switch,2599017856,2025,C9500-24Y4C-EDU,0,0,0,11777.84,0,3,Cameron Independent School District,35333.52,No,Cisco,TX,35333.52,0,0,0,11777.84
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,Cabling,2599059100,2025,QSFP-H40G-CU5M=,1,0,0,215.33,0,2,GRANBURY INDEP SCHOOL DISTRICT,430.66,No,Cisco,TX,430.66,0,0,0,215.33
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Switch,2599061229,2025,C9500-24Y4C-EDU,1,0,0,8264.23,0,1,WYLIE ISD,8264.23,No,Cisco,TX,8264.23,0,0,0,8264.23
School District,251040595,140510,dhartzell@vstservices.com,Aruba,License,2599057980,2025,H1MR9E,1,0,0,2140,0,5,KAUFMAN INDEP SCHOOL DISTRICT,10700,No,Hp,TX,10700,0,0,0,2140
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599052321,2025,AH-ACC-BKT-ASM,0,0,0,25.39,0,6,BASTROP INDEP SCHOOL DISTRICT,152.34,No,Extreme,TX,152.34,0,0,0,25.39
School District,251035854,16072340,flevilly@austinachieve.org,Meraki,License,2599050762,2025,LIC-ENT-3YR,0,0,0,132.76,0,180,AUSTIN ACHIEVE PUBLIC SCHOOLS,23896.8,No,Cisco,TX,23896.8,0,0,0,132.76
Library,251015023,141775,klewis@e-ratecentral.com,Meraki,Transceiver,2599050441,2025,MA-SFP-1GB-SX,0,0,0,218.59,0,2,HONDO PUBLIC LIBRARY,437.18,No,Cisco,TX,437.18,0,0,0,218.59
School District,251040969,141729,dhartzell@vstservices.com,Aruba,License,2599058539,2025,R3K05AAE,1,0,0,3643.89,0,12,PFLUGERVILLE INDEP SCHOOL DIST,43726.68,No,Hp,TX,43726.68,0,0,0,3643.89
School District,251040595,140510,dhartzell@vstservices.com,Aruba,License,2599057980,2025,H1NB0E,1,0,0,2903,0,1,KAUFMAN INDEP SCHOOL DISTRICT,2903,No,Hp,TX,2903,0,0,0,2903
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Transceiver,2599058606,2025,JH232A-ENC,1,0,0,354,0,40,PFLUGERVILLE INDEP SCHOOL DIST,14160,No,Hp,TX,14160,0,0,0,354
School District,251030294,141560,charlesm.garcia@aliceisd.net,Cisco Systems,License,2599041985,2025,EDU-DNA-E-3Y,0,0,0,132.16,0,120,ALICE INDEP SCHOOL DISTRICT,15859.2,No,Cisco,TX,15859.2,0,0,0,132.16
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Racks & Cabinets,2599058539,2025,R8R56A,1,0,0,353.88,0,3,PFLUGERVILLE INDEP SCHOOL DIST,1061.64,No,Hp,TX,1061.64,0,0,0,353.88
School District,251038193,141690,rsharp@bisdtx.org,Extreme Networks,Access Point,2599054355,2025,AH-ACC-BKT-ASM,0,0,0,25.39,0,8,BASTROP INDEP SCHOOL DISTRICT,203.12,No,Extreme,TX,203.12,0,0,0,25.39
School District,251000545,141049,stephanie.deeringer@esc12.net,Cisco Systems,Switch,2599017856,2025,C9300-48P-EDU,0,0,0,5328.94,0,16,Cameron Independent School District,85263.04,No,Cisco,TX,85263.04,0,0,0,5328.94
School District,251014859,141911,stephanie.deeringer@esc12.net,Meraki,Switch,2599053402,2025,MS130-48P-HW,0,0,0,1871.92,0,27,LOCKNEY INDEP SCHOOL DISTRICT,50541.84,No,Cisco,TX,50541.84,0,0,0,1871.92
School District,251033985,140635,dhartzell@vstservices.com,Cisco Systems,Module,2599047933,2025,C9300-NM-2Y=,1,0,0,1362.08,0,3,LIBERTY-EYLAU INDEP SCH DIST,4086.24,No,Cisco,TX,4086.24,0,0,0,1362.08
School District,251000140,141122,masmith@esc12.net,Cisco Systems,License,2599028273,2025,AIR-DNA-E-5Y,0,0,0,233.51,0,67,MEXIA INDEP SCHOOL DISTRICT,15645.17,No,Cisco,TX,15645.17,0,0,0,233.51
School District,251011532,141469,aalvarez@esc12.net,Cisco Systems,License,2599058572,2025,LIC-MS225-48FP-7YR,0,0,0,1085.8,0,3,COMFORT INDEP SCHOOL DISTRICT,3257.4,No,Cisco,TX,3257.4,0,0,0,1085.8
School District,251040969,141729,dhartzell@vstservices.com,Aruba,Cabling,2599058539,2025,JL307A,1,0,0,113.33,0,12,PFLUGERVILLE INDEP SCHOOL DIST,1359.96,No,Hp,TX,1359.96,0,0,0,113.33
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,Transceiver,2599059100,2025,SFP-10G-LR=,1,0,0,1757.09,0,6,GRANBURY INDEP SCHOOL DISTRICT,10542.54,No,Cisco,TX,10542.54,0,0,0,1757.09
School District,251036882,141690,rsharp@bisdtx.org,Extreme Networks,Cabling,2599052321,2025,10061,0,0,0,7.62,0,16,BASTROP INDEP SCHOOL DISTRICT,121.92,No,Extreme,TX,121.92,0,0,0,7.62
School District,251040595,140510,dhartzell@vstservices.com,Aruba,Module,2599057980,2025,J9829A#ABA,1,0,0,690,0,20,KAUFMAN INDEP SCHOOL DISTRICT,13800,No,Hp,TX,13800,0,0,0,690
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,Transceiver,2599059100,2025,SFP-10G-SR=,1,0,0,439.27,0,60,GRANBURY INDEP SCHOOL DISTRICT,26356.2,No,Cisco,TX,26356.2,0,0,0,439.27
Library,251015023,141775,klewis@e-ratecentral.com,Meraki,License,2599050441,2025,LIC-MS150-48-1Y,0,0,0,110.15,0,1,HONDO PUBLIC LIBRARY,110.15,No,Cisco,TX,110.15,0,0,0,110.15
School District,251007490,141715,abrown@e-ratecentral.com,Extreme Networks,Cabling,2599032456,2025,10061.0,0,0,0,9,0,0,HAYS CONS INDEP SCH DISTRICT,0,No,Extreme,TX,0,0,0,0,9
School District,251041306,140857,rneal@vstservices.com,Cisco Systems,License,2599059100,2025,C9600X-SUP-2-B,1,0,0,6070.91,0,1,GRANBURY INDEP SCHOOL DISTRICT,6070.91,No,Cisco,TX,6070.91,0,0,0,6070.91
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Switch,2599061229,2025,C9300X-48HXN-EDU,1,0,0,146721.88,0,1,WYLIE ISD,146721.88,No,Cisco,TX,146721.88,0,0,0,146721.88
School District,251040969,141729,dhartzell@vstservices.com,Aruba,License,2599058539,2025,H61G4E,1,0,0,147.02,0,3,PFLUGERVILLE INDEP SCHOOL DIST,441.06,No,Hp,TX,441.06,0,0,0,147.02
Library,251026485,140767,tobysykes@eratesolutions.com,Ubiquiti,Cabling,2599035528,2025,UBI-UACCCABLEPATCH10 UACC-CABLE-PATCH EL-0.15M W-24,0,0,0,79.34,0,3,FAIRFIELD LIBRARY ASSOC INC,238.02,No,Ubiquiti,TX,238.02,0,0,0,79.34
School District,251038193,141690,rsharp@bisdtx.org,Extreme Networks,Module,2599054355,2025,XN-ACPWR-350W-FB,0,0,0,426.86,0,2,BASTROP INDEP SCHOOL DISTRICT,853.72,No,Extreme,TX,853.72,0,0,0,426.86
School District,251042773,140483,daniel@e-rate.org,Cisco Systems,Connectors,2599061229,2025,C9K-PWR-650WAC-R/2,1,0,0,836.26,0,1,WYLIE ISD,836.26,No,Cisco,TX,836.26,0,0,0,836.26
School District,251030294,141560,charlesm.garcia@aliceisd.net,Cisco Systems,Access Point,2599041985,2025,C9120AXI-B-EDU,0,0,0,1074.93,0,120,ALICE INDEP SCHOOL DISTRICT,128991.6,No,Cisco,TX,128991.6,0,0,0,1074.93
School District,251038024,141690,rsharp@bisdtx.org,Extreme Networks,Cabling,2599054088,2025,20G-DACP-SFPDD1M,0,0,0,196,0,1,BASTROP INDEP SCHOOL DISTRICT,196,No,Extreme,TX,196,0,0,0,196
